"code_ogr","libelle","code_type_referentiel","code_ref_rubrique","code_tete_rgpmt","libelle_activite_impression","libelle_en_tete_regroupement"
"124222","Concevoir un patron de base","2","6","","",""
"124222","Concevoir un patron de base","2","9","","",""
"124225","Réaliser les dessins, plans et schémas de documents techniques","2","6","","",""
"124226","Retoucher des illustrations de documents techniques","2","6","","",""
"124227","Etablir des justificatifs de placement et rapports de rentabilité de produits financiers","2","6","","",""
"124228","Vérifier les justificatifs de placement et rapports de rentabilité de produits financiers","2","6","","",""
"124230","Réaliser le bilan de la situation financière d''un client","2","6","","",""
"124231","Réaliser un bilan d''actions","2","6","","",""
"124232","Réaliser un devis de contrat d''assurance","2","9","","",""
"124234","Définir l''image numérique d''une structure","2","9","","",""
"124235","Contrôler l''opérationnalité d''une structure","2","6","","",""
"124236","Réaliser un journal interne","2","9","","",""
"124237","Réaliser la structure d''un document (sommaire, table, bibliographie etc.)","2","9","","",""
"124238","Rédiger un rapport d''activité","2","6","","",""
"124238","Rédiger un rapport d''activité","2","9","","",""
"124240","Réaliser un suivi des dossiers clients, fournisseurs","2","6","","",""
"124241","Réaliser une activité nécessitant la certification AMF (Autorité des Marchés Financiers)","2","9","","",""
"124242","Réaliser une étude de faisabilité","2","6","","",""
"124242","Réaliser une étude de faisabilité","2","9","","",""
"124243","Réaliser l''esquisse d''un projet de création ou d''aménagement de paysage","2","9","","",""
"124245","Gériatrie","1","10","","",""
"124246","Gynécologie","1","10","","",""
"124247","Hépato-gastro-entérologie","1","10","","",""
"124248","Pneumologie","1","10","","",""
"124249","Ophtalmologie","1","10","","",""
"124250","Orthophonie","1","7","","",""
"124251","Orthoptie","1","7","","",""
"124252","Psychiatrie","1","10","","",""
"124253","Néphrologie","1","10","","",""
"124254","Neurologie","1","10","","",""
"124255","Réaliser une maquette de mise en page","2","9","","",""
"124256","Rédiger un article de presse","2","6","","",""
"124257","Kinésithérapie","1","7","","",""
"124258","Contrôler des comptes débiteurs","2","9","","",""
"124259","Néonatologie","1","10","","",""
"124260","Pharmacie à Usage Interne (PUI)","1","10","","",""
"124262","Chirurgie infantile","1","10","","",""
"124263","Endoscopie","1","10","","",""
"124264","Caractéristiques du bloc opératoire","1","7","","",""
"124265","Orthogénie","1","10","","",""
"124268","Protection Maternelle et Infantile (PMI)","1","10","","",""
"124270","Hospitalisation à domicile","1","10","","",""
"124271","Soins infirmiers","1","7","","",""
"124274","Pratiquer une intervention chirurgicale","2","9","","",""
"124275","Chirurgie cardiaque","1","10","","",""
"124276","Chirurgie dentaire","1","10","","",""
"124277","Chirurgie digestive","1","10","","",""
"124278","Chirurgie maxillo-faciale","1","10","","",""
"124279","Chirurgie thoracique","1","10","","",""
"124280","Chirurgie vasculaire","1","10","","",""
"124281","Chirurgie orthopédique","1","10","","",""
"124282","Chirurgie pédiatrique","1","10","","",""
"124283","Chirurgie reconstructive et esthétique","1","10","","",""
"124284","Médecine générale","1","10","","",""
"124285","Chirurgie viscérale","1","10","","",""
"124286","Exploration fonctionnelle","1","10","","",""
"124287","Neurochirurgie","1","10","","",""
"124288","Urologie","1","10","","",""
"124289","Orthopédie","1","10","","",""
"124290","Mettre en place une démarche de soins diététiques","2","9","","",""
"124291","Réaliser une étude patrimoniale","2","6","","",""
"124292","Renseigner les usagers et les conseillers dans leurs démarches juridiques et fiscales","2","6","","",""
"124293","Acupuncture","1","10","","",""
"124294","Apporter un soutien et des conseils à des patients","2","6","","",""
"124296","Déployer un système de gestion des flux logistiques","2","9","","",""
"124297","Surveiller des comptes débiteurs","2","6","","",""
"124298","Dépouiller un animal","2","6","","",""
"124298","Dépouiller un animal","2","9","","",""
"124299","Techniques de dépeçage","1","7","","",""
"124300","Réaliser un contrôle interne des actes bancaires","2","6","","",""
"124301","Techniques de décharnage","1","7","","",""
"124302","Techniques d''équarrissage","1","7","","",""
"124303","Réaliser une attestation fiscale","2","6","","",""
"124304","Réaliser un échéancier de cotisation","2","6","","",""
"124305","Réaliser un relevé boursier","2","6","","",""
"124306","Réaliser un relevé de situation de client","2","6","","",""
"124307","Réaliser des documents contractuels (liasse, tableaux d''amortissement, échéancier, etc.)","2","9","","",""
"124308","Déterminer l''équipement électronique d''une installation","2","6","","",""
"124309","Matériel d''automatisation","1","7","","",""
"124310","Architecture réseau","1","10","","",""
"124310","Architecture réseau","1","7","","",""
"124311","Rédiger des documents de synthèse","2","6","","",""
"124312","Rédiger un rapport de performance","2","6","","",""
"124313","Délivrer un mandat cash","2","9","","",""
"124314","Assurer la qualité des souscriptions en assurance","2","6","","",""
"124315","Distribuer des documents dans la rue","2","6","","",""
"124316","Réaliser une gestion budgétaire","2","9","","",""
"124317","Retoucher un vêtement","2","6","","",""
"124318","Réaliser une gestion comptable","2","6","","",""
"124318","Réaliser une gestion comptable","2","9","","",""
"124319","Superviser un programme d''entretien ou de restauration d''un cours d''eau","2","9","","",""
"124320","Réaliser la tenue d''une trésorerie","2","6","","",""
"124321","Planifier les travaux d''entretien d''un site","2","9","","",""
"124322","Réaliser un suivi comptable","2","6","","",""
"124322","Réaliser un suivi comptable","2","9","","",""
"124324","Traiter le défaut d''une pièce","2","9","","",""
"124325","Réaliser un contrôle de gestion","2","9","","",""
"124326","Réaliser une publicité foncière","2","9","","",""
"124327","Percevoir des droits de mutations","2","9","","",""
"124328","Nettoyer une surface à décorer ou à recouvrir","2","6","","",""
"124329","Démonter un objet","2","6","","",""
"124331","Démonter une fermeture menuisée et vérifier l''état du support","2","6","","",""
"124332","Démonter une pièce de son support","2","6","","",""
"124333","Changer une pièce défectueuse","2","6","","",""
"124334","Installer des pièges ou produits sur les lieux d''infestation","2","6","","",""
"124335","Désinfecter et décontaminer un équipement","2","6","","",""
"124335","Désinfecter et décontaminer un équipement","2","9","","",""
"124337","Détruire des déchets","2","6","","",""
"124337","Détruire des déchets","2","9","","",""
"124338","Réaliser le bilan pédagogique d''une formation","2","9","","",""
"124339","Organiser le suivi (pédagogique, logistique, administratif, ...) des stagiaires en formation professionnelle","2","6","","",""
"124339","Organiser le suivi (pédagogique, logistique, administratif, ...) des stagiaires en formation professionnelle","2","9","","",""
"124340","Détacher des tissus et peaux","2","6","","",""
"124341","Techniques de détachage","1","10","","",""
"124341","Techniques de détachage","1","7","","",""
"124342","Former au pilotage d''un hélicoptère","2","9","","",""
"124343","Adjoint pilote privé hélicoptère (IATH)","1","10","","",""
"124344","Pilote privé hélicoptère (ITTH)","1","10","","",""
"124345","Pilote professionnel hélicoptère (IPPH)","1","10","","",""
"124346","Qualification de type hélicoptère (TRIH)","1","10","","",""
"124347","Démonter un équipement","2","6","","",""
"124347","Démonter un équipement","2","9","","",""
"124348","Installer un équipement","2","6","","",""
"124348","Installer un équipement","2","9","","",""
"124349","Qualification de classe avion (CRIA)","1","10","","",""
"124350","Former au pilotage d''un avion","2","9","","",""
"124351","Qualification de type avion (TRIA)","1","10","","",""
"124352","Qualification de vol aux instruments avion (IRIA)","1","10","","",""
"124353","Entraîneur de vol synthétique avion (SFIA)","1","10","","",""
"124354","Qualification de vol avion (FIA)","1","10","","",""
"124355","Qualification de vol aux instruments hélicoptère (IRIH)","1","10","","",""
"124357","Qualification de vol hélicoptère (FIH)","1","10","","",""
"124359","Entraîneur de vol synthétique hélicoptère (SFIH)","1","10","","",""
"124361","Editer une facture","2","6","","",""
"124362","Contrôler la conformité d''un produit fini","2","6","","",""
"124362","Contrôler la conformité d''un produit fini","2","9","","",""
"124363","Dresser un procès-verbal","2","9","","",""
"124364","Mettre sous tension une installation électrique","2","6","","",""
"124365","Démonter des équipements ou matériaux contaminés","2","9","","",""
"124366","Monter un moule ou un outillage sur un équipement","2","6","","",""
"124366","Monter un moule ou un outillage sur un équipement","2","9","","",""
"124367","Régler un outillage sur un équipement","2","6","","",""
"124367","Régler un outillage sur un équipement","2","9","","",""
"124369","Clippage de bijoux","1","10","","",""
"124371","Identifier les caractéristiques d''un équipement","2","9","","",""
"124372","Restaurer un ancien bobinage électrique","2","9","","",""
"124373","Numériser un document","2","6","","",""
"124373","Numériser un document","2","9","","",""
"124374","Techniques de brunissage","1","10","","",""
"124375","Encaisser des actes médicaux","2","6","","",""
"124376","Effectuer la déclaration d''actes médicaux auprès d''organismes spécifiques","2","6","","",""
"124377","Réaliser une gestion administrative","2","6","","",""
"124377","Réaliser une gestion administrative","2","9","","",""
"124379","Démonter des cables électriques","2","6","","",""
"124380","Désactiver un réseau électrique","2","6","","",""
"124381","Réaliser le bilan d''activité d''un service et informer les acteurs concernés","2","6","","",""
"124381","Réaliser le bilan d''activité d''un service et informer les acteurs concernés","2","9","","",""
